experiment,A.1 Expected Annual Damage,A.1 Dike Investment Costs,A.1_Expected Number of Deaths,A.2 Expected Annual Damage,A.2 Dike Investment Costs,A.2_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
286,24105399.90575687,0,0.013056577694587679,42406427.72354491,0,0.03053459679431946,0.0,0.0
287,0.0,0,0.0,79124986.9867548,0,0.06097931886668424,0.0,0.0
288,375324737.91205585,0,0.3081583579738221,0.0,0,0.0,0.0,0.0
289,20871930.72248674,0,0.013389195829708662,27138424.27584703,0,0.02331643220224098,0.0,0.0
290,1379442688.1763043,0,1.0305859090356377,3969568.376773742,0,0.00401256411395211,0.0,0.0
291,2118446385.1096904,0,1.920211661347642,0.0,0,0.0,0.0,0.0
292,2699600490.9281125,0,1.9445559951504907,0.0,0,0.0,0.0,0.0
293,225417363.02084756,0,0.1992136723349983,0.0,0,0.0,0.0,0.0
294,2676630173.27242,0,1.9237818122891528,0.0,0,0.0,0.0,0.0
295,735362188.1113068,0,0.4724886977228282,0.0,0,0.0,0.0,0.0
296,2979470051.866739,0,1.9263975915089828,0.0,0,0.0,0.0,0.0
297,3139185992.676774,0,1.9378604847117225,0.0,0,0.0,0.0,0.0
298,0.0,0,0.0,19212120.946063474,0,0.023855178670767585,0.0,0.0
299,1453317636.8775272,0,1.0687283978629194,13957301.006364351,0,0.014452720711704331,0.0,0.0
300,3149745490.214108,0,1.9460504473884381,0.0,0,0.0,0.0,0.0
301,2595112141.760943,0,1.8950126776256062,16881975.603688173,0,0.016003680206690362,0.0,0.0
302,2460092245.37689,0,1.9126175182511145,0.0,0,0.0,0.0,0.0
303,2910332474.846387,0,1.9191619175100887,4031870.167014558,0,0.003521146578000689,0.0,0.0
304,537347423.3893653,0,0.4761186535986754,34788400.941059925,0,0.04121307065490647,0.0,0.0
305,0.0,0,0.0,5786452.839787828,0,0.005156702208548656,0.0,0.0
306,0.0,0,0.0,4209219.291289948,0,0.004955971062206075,0.0,0.0
307,108094402.80625738,0,0.08638240005774186,4401441.15377867,0,0.0048419196993776635,0.0,0.0
